Temperature_C,Humidity_%,CO2_ppm,Smoke_Level,Fire_Sensor,Motion_Detected,Sound_Level_dB,Light_Intensity_lux,Smart_LED_On,Smart_Door_Status,AC_Status,Fan_Status,Window_Status,Sprinkler_Status,Power_Consumption_W,Room_Type,Day_Night,Occupancy,Alert_Triggered,Fire_Risk
30.29968192023311,77.79963624223555,621.167174505839,0.3195941907435307,0,1,26.73830045610822,61.87076052845271,1,Open,0,0,Open,0,506.6599509661567,Kitchen,Night,0,0,1
20.480461792676053,44.52094695793065,311.1033272332348,0.2767843694668112,0,0,50.239458091632834,295.2898292106454,1,Open,0,0,Closed,0,643.2570123537241,Study,Night,0,1,0
16.11876833266774,48.7346742025294,500.8738204871129,0.133851211471848,0,0,23.04183563095929,299.69575125671923,0,Open,1,0,Closed,0,471.7525522665856,Store,Night,1,0,0
28.48477202255368,49.29779638482383,740.1982061004935,0.1949057720936597,0,1,21.74115923046311,108.7251794148612,0,Open,0,1,Open,1,668.4207951333317,Store,Night,0,0,1
26.620419846973974,42.61942916338609,437.9389006082248,0.3075390554416414,0,1,30.498765267061085,320.13259676216137,1,Closed,0,1,Closed,0,408.326596773095,Store,Day,1,0,1
28.394734938811165,45.685443554401154,833.5741334547989,0.3121950491915225,0,0,36.8959987667706,381.6259719382653,0,Closed,0,1,Open,0,418.2970689814988,Study,Night,0,0,1
16.924340920472453,43.318569516722334,358.46053218122995,0.3672041773042321,0,0,33.35303952542075,428.5904920665289,1,Closed,1,0,Closed,0,397.2110797929964,Study,Day,1,0,1
26.998439758763208,57.55665838744314,815.126555478049,0.5186574911811055,0,0,40.79976576957259,293.19825120942176,0,Open,0,0,Closed,0,429.34832380380686,Store,Night,1,0,1
16.924340920472453,43.318569516722334,358.46053218122995,0.3672041773042321,0,0,33.35303952542075,428.5904920665289,1,Closed,1,0,Closed,0,397.2110797929964,Study,Day,1,0,1
32.36335337875491,54.80608593347348,439.4519177022244,0.1486603319223938,0,0,51.22358158763366,411.3014661967468,1,Closed,0,0,Open,0,582.8099838364875,Kitchen,Night,0,0,0
15.531926665231072,47.85849689288811,779.576779719287,0.4480650917512143,0,0,50.81881124758253,402.0905883524887,1,Closed,1,0,Open,0,328.9709622099871,Kitchen,Day,0,0,1
18.41434040026708,48.31580287971119,422.1277633477582,0.0866053664032195,0,0,28.592247259134197,270.9961456110818,0,Open,0,1,Open,0,375.5318573379847,Store,Night,1,0,0
22.58057082972839,70.42177910534731,489.7885179790936,0.3075103453808939,0,1,21.161711960753983,353.383769974804,0,Closed,0,0,Open,0,542.4998336950922,Study,Night,1,0,1
30.91746833444964,73.67414364027121,749.3290037511172,0.293633738082933,0,1,41.768621373344125,243.89593536364137,0,Open,0,1,Closed,0,437.0456332704873,Bedroom,Day,1,0,0
26.352284128899196,38.13006611694256,600.4590175107859,0.1219595394071372,0,1,27.534792606474987,211.705347100143,0,Open,0,1,Closed,0,532.2219164364694,Bedroom,Night,1,0,0
24.77294391033881,35.93022537896012,744.3315867871647,0.352713238415513,0,0,35.972887285392915,152.9966413189074,0,Closed,0,1,Closed,0,678.8796242508228,Bedroom,Night,1,0,1
21.91174052282825,67.07329809559224,737.6652296692706,0.4262568808335318,0,1,35.97608141127748,378.4627912958349,0,Closed,0,1,Closed,0,782.264018481522,Store,Day,1,0,1
32.38765040527631,48.58242445972461,724.3723552589313,0.3667797933004515,0,0,25.8780672879388,358.701923979519,1,Closed,1,0,Open,0,241.52071541133705,Store,Day,1,0,1
25.092169665326967,52.10600839297642,1073.6656924566446,0.2814730721621682,0,1,23.9257495439929,291.1949874685059,0,Closed,0,0,Closed,0,472.70890838481256,Kitchen,Day,0,0,1
27.97377170832643,42.33879169389329,640.8950271479122,0.1415770906807914,0,1,44.626849170525695,308.7961558617942,0,Closed,0,0,Open,0,402.66240908004863,Study,Night,1,0,0
25.99905216859357,30.48397087117113,657.3050558574016,0.2535640225016609,0,0,28.50711338638989,96.65485720515989,1,Open,0,0,Open,0,610.8119332065442,Study,Night,1,0,0
25.95211944962529,53.10472754180751,632.5079463184325,0.2094176469173642,0,0,17.267614217375872,298.71082164416003,0,Open,0,0,Closed,1,384.5931871626734,Kitchen,Night,1,0,1
25.11232946406023,65.3033456435441,558.0580920142985,0.4143444818543648,1,0,17.035412788299947,313.372972372354,0,Open,1,0,Open,0,481.7821772875778,Kitchen,Night,1,1,1
30.03721986597599,47.42947591186935,402.9708302469009,0.4256752472168766,0,0,37.48473217997092,109.44264211362228,1,Closed,1,1,Open,0,646.4829964543179,Kitchen,Day,1,0,1
27.80392263184117,39.097915932005705,785.52486991909,0.3678783807386855,0,0,40.74746929125505,309.88435083895064,1,Closed,0,1,Open,1,339.57553929201924,Bedroom,Day,1,0,1
25.2583048842554,32.78922479039531,599.3786122583768,0.2286015807634625,1,0,41.7449919843457,212.905644933526,1,Open,1,1,Open,0,419.6509140014492,Bedroom,Night,0,1,0
29.765683169566223,38.96815618766907,531.6986365282031,0.2023385125156181,0,0,49.88601941951994,222.1328652360118,1,Closed,0,1,Closed,0,594.6002572098682,Bedroom,Night,1,0,0
28.56499215086194,56.6536893503283,649.0755829316686,0.3586899657033091,0,0,33.41583765331782,471.4941887549245,0,Open,1,1,Closed,0,746.0127436540018,Kitchen,Day,1,0,1
22.37955801032704,72.02013924659616,561.1167280493861,0.3293817690814726,1,0,32.67638123143695,238.9921755986029,1,Open,0,1,Open,0,448.3799898306799,Kitchen,Day,0,0,1
19.483958171391585,49.79901248230348,508.13656636486974,0.0942748537979896,0,1,36.62399906519589,374.0684003923597,1,Open,1,0,Open,0,489.759991928443,Study,Day,1,0,0
23.98903673783053,45.35418921884381,560.2402504667131,0.3896888747872081,0,0,38.39878981314909,378.8471040013191,1,Open,0,1,Open,0,385.6785909593564,Study,Day,1,1,1
32.51996494291345,66.6535191762353,496.9901406648973,0.1676019149299422,0,1,39.985696910042265,333.86012463207345,1,Closed,1,0,Open,0,855.6962066021875,Store,Day,1,0,0
23.209853101265068,49.55393467816999,647.1401132701775,0.2630107995583732,0,0,20.55614485501729,329.99564687558586,0,Open,0,1,Open,0,484.4575031003874,Bedroom,Night,0,0,0
18.316372805620347,41.394345961861134,578.8275491485791,0.3532978247531085,0,0,34.809112497640584,400.1857194053802,0,Closed,1,0,Open,0,649.8897209574228,Bedroom,Day,0,0,1
24.261987068506656,52.10496298921504,510.4541958148327,0.3209893960019104,0,0,42.88180009145144,451.4144474772275,0,Closed,0,0,Open,0,433.4345655413227,Bedroom,Day,1,0,1
24.51042376778548,40.756426663696246,591.4744721689575,0.2112685200160373,0,0,46.18204859759391,395.59665262067466,1,Closed,0,1,Open,1,585.3460166314682,Study,Day,0,0,1
16.03053751066055,60.59565572623397,470.783485580357,0.1431294293402946,0,0,15.740320540928174,228.00935953192325,0,Open,1,0,Open,0,512.1599976576211,Study,Day,1,0,0
18.602115166321493,54.95805021027571,828.0137611486653,0.3504212900685229,0,1,24.6348736924141,456.8146705571757,1,Open,0,0,Open,0,430.00638836756616,Store,Day,1,0,1
27.71800077297216,48.61487755392776,377.66528644840366,0.1846916266990344,0,0,38.601901843652215,302.37236266324754,0,Closed,1,0,Open,0,595.8696186261215,Study,Day,1,0,0
20.714212217918583,44.907866374008655,644.5740035712332,0.2302962307498731,0,0,41.611380133380365,376.5813813920393,0,Closed,0,0,Closed,1,634.387504734891,Kitchen,Day,0,0,1
21.535452023696728,34.72832143410352,754.1219015029037,0.3270529224147143,0,0,29.93051309740374,196.02518910686172,1,Open,0,1,Open,0,596.9811101782607,Store,Night,0,0,1
24.77206991822251,46.14327369022152,649.9140717955515,0.3983373599422574,0,1,26.162767018131586,151.97325431012183,0,Closed,1,0,Open,0,467.951017090488,Study,Night,0,0,1
23.01221117254139,41.753496597093125,602.8936320560914,0.3370791833805777,0,1,36.36846007987855,446.4089350668802,0,Open,0,1,Closed,0,430.0022764367525,Kitchen,Day,1,0,1
17.9314275154751,41.81394973339921,701.0209194237347,0.3126238188436384,0,0,32.875925761817946,377.7039266368306,1,Closed,1,0,Closed,0,501.0304286166217,Bedroom,Night,0,0,1
21.698394302632764,49.54877109675948,430.9071714439605,0.3196150221526126,0,0,38.45309556164771,215.31811522426625,0,Closed,0,1,Open,0,220.9255449846886,Store,Day,0,0,1
21.842111354173344,66.67256841749534,840.1361987833372,0.1512455443593407,0,0,24.137108263964485,264.3041797773675,1,Open,0,1,Open,0,443.78856216458286,Store,Day,1,0,0
21.94307376305686,70.9940752050251,526.3576575402201,0.2629238180295241,0,0,32.13127021101397,227.06222607631543,0,Closed,0,0,Open,0,395.6613498627148,Bedroom,Day,1,0,0
22.219406266196096,35.12138296509377,694.8874199463296,0.2559811761930761,0,1,19.68539573477293,275.87962965243366,1,Open,0,0,Closed,0,386.0498499690653,Store,Day,1,0,0
27.413439436046065,52.83053162258653,587.0756843850759,0.3334946728383643,0,0,32.01955825803513,312.5548391329151,0,Open,0,1,Closed,0,489.16400514086297,Bedroom,Night,0,0,1
25.122550871294717,32.57778307364725,542.0965803193953,0.2294830689209694,0,0,6.536256836731866,453.3759768355328,0,Closed,0,0,Closed,0,512.0257748435071,Kitchen,Night,0,0,0
30.23658853310724,38.62967116852513,758.4432725619184,0.2136311295563668,0,0,48.11926575331251,292.03086990211096,1,Open,1,0,Closed,0,378.6410747052336,Kitchen,Night,1,0,0
27.87602508053283,50.84094388250197,589.9484937412168,0.3085671909183638,0,1,21.510496552820285,268.3838423359597,0,Closed,1,0,Closed,0,422.1084436291635,Store,Day,1,1,1
19.751722505450296,32.84291681361871,935.5456615592444,0.3132287374838939,0,0,42.7873978535955,472.4278249169265,1,Open,0,0,Open,0,365.6610348069357,Kitchen,Night,1,0,1
19.46832512996986,40.49089270312768,374.5429710963778,0.1395970114525229,0,0,28.200640552415848,248.1502663375653,1,Closed,1,0,Open,0,496.0111214991084,Kitchen,Day,1,0,0
22.714518717068643,48.02379532204034,514.6684537203946,0.3111145215204463,1,0,35.2362060241465,347.7114727817532,0,Open,0,1,Closed,0,541.0736751352723,Bedroom,Night,0,0,1
20.803912383886807,64.62195938717636,611.8571703225418,0.0629157955170994,0,0,2.044388200326914,218.25060587852084,1,Open,0,0,Open,1,496.4738927056295,Bedroom,Day,1,0,1
22.485126147243285,57.84146416353499,673.011225323709,0.1585789219072467,0,1,29.147266101288537,138.995740062407,1,Open,0,1,Closed,1,468.7452491977921,Study,Night,1,0,1
24.357312442805345,53.58344511076003,433.9694562698915,0.3520851232063779,0,1,42.76002859934727,284.76624534597994,0,Open,1,0,Open,0,487.8851646681422,Bedroom,Night,0,0,1
23.74230556977752,56.988156702804766,601.3840489493203,0.2261857207245725,0,0,32.07682854230912,307.7192033560038,0,Open,0,1,Closed,0,544.1832468662291,Store,Night,1,0,0
26.063698879288303,70.44481557199944,590.2692838419958,0.1518135684515277,0,0,45.30117850090463,125.05368316688936,0,Open,0,1,Open,0,476.98375884748447,Kitchen,Day,1,0,0
28.314406343337065,43.98055558064823,336.2686685016847,0.3272910217247424,0,0,31.37665541725137,284.498657107543,1,Closed,0,0,Closed,0,397.0093222962516,Bedroom,Day,1,0,1
27.135971809358423,44.34607029714599,702.8484588770566,0.3137058860045522,0,0,48.79023240971291,363.55772034557066,1,Open,0,0,Open,0,441.20621888490575,Kitchen,Day,0,0,1
18.88029866618872,49.866953646213645,485.4802045036332,0.120217787855722,0,0,25.008281571540056,224.83372456949743,0,Open,1,0,Open,0,339.4218043138821,Study,Night,1,0,0
29.26987988276112,39.72076234989261,381.7661752066034,0.1165840953283419,0,0,28.96940170602042,280.6150865577462,1,Closed,1,1,Open,0,780.1884408502319,Bedroom,Day,1,0,0
21.42120005444624,43.80877051750068,777.9623385776413,0.2802727572437697,0,1,45.89368288958371,358.43525582753625,1,Closed,0,0,Closed,1,515.5094870788962,Bedroom,Day,1,0,1
18.184129977035948,59.57537163279768,597.3206767668399,0.3118168548373975,0,0,41.73169814820252,183.0976310780632,0,Closed,1,0,Open,0,723.5950411870865,Bedroom,Night,1,0,1
28.341702443590403,49.98285846330936,644.1628466526072,0.3476743670788291,0,0,11.806018601035614,265.7972799751944,0,Closed,1,0,Closed,0,438.8410466137966,Bedroom,Day,1,0,1
20.97842120170004,48.04527356414026,665.0178662549221,0.2434892962677338,0,0,32.61370285128177,318.310139188288,0,Closed,1,1,Open,0,390.363477939679,Study,Night,1,0,0
30.896485920319133,46.491505699235255,517.5112751303482,0.3284080276542287,0,0,39.86984707658864,125.53249758767944,0,Open,0,1,Closed,0,250.05029406329493,Study,Day,0,0,1
17.009378240581263,60.82999938516868,474.5707723943744,0.3420271085267462,0,0,17.740815518303513,116.25833530660212,0,Open,1,1,Closed,0,441.7640475865013,Bedroom,Day,1,0,1
18.81524644560959,53.88375729230168,694.1520626811712,0.3073340176863545,0,0,30.31480070739948,297.2114517858392,0,Closed,0,1,Closed,0,649.7952145290003,Kitchen,Day,1,0,1
14.050391475107231,59.7244399791801,422.2572088160888,0.1992828789018673,0,1,36.63925953433372,303.7780599797499,0,Open,1,0,Closed,0,847.7220392704899,Store,Night,1,0,0
28.314406343337065,43.98055558064823,336.2686685016847,0.3272910217247424,0,0,31.37665541725137,284.498657107543,1,Closed,0,0,Closed,0,397.0093222962516,Bedroom,Day,1,0,1
25.65370288643045,59.29409984790816,718.9066526600498,0.1227363110346899,0,1,44.45214312250382,492.78307729671326,1,Closed,0,0,Closed,0,370.68462681188095,Store,Night,0,0,0
25.888505004666268,52.79083858345185,489.7993359484711,0.3140895977150274,0,1,19.586423449885217,350.04271790888936,1,Open,0,1,Closed,0,577.0805906969713,Bedroom,Day,1,0,1
22.482621729419005,66.56208252057296,642.1817523876098,0.1476240708973316,0,1,45.21650835057677,134.95108164549916,0,Closed,0,1,Closed,1,539.4769286481984,Bedroom,Night,1,0,1
19.88603717400797,50.14508999262654,498.0832522623376,0.2331963928566554,0,0,31.29785969392089,272.4052277195991,1,Closed,1,0,Open,0,470.8195106581683,Study,Night,1,0,0
20.981627160151348,53.07832372513885,776.5500955185505,0.33101948560543,0,0,17.20176824676566,264.524818037115,0,Closed,0,1,Closed,0,447.8398154150176,Study,Day,0,1,1
29.115852919809573,55.23223185737033,791.2025774519229,0.3035916209432034,0,0,32.193625206865434,313.8695426259925,1,Open,0,0,Open,0,602.2572342302378,Kitchen,Night,0,0,1
21.391312233313734,53.30113790470944,590.5045165827995,0.1945745397135852,0,1,45.31130434680524,327.2340680131628,0,Closed,0,0,Open,0,284.59407216879845,Bedroom,Day,1,0,0
28.33156250454606,37.90801288760394,620.6011986847657,0.2737528063466538,0,0,43.10227832302433,247.5930597223912,0,Open,0,0,Closed,1,877.685269078373,Study,Night,1,0,1
19.674431684623137,34.89958788014748,557.2815885726908,0.4333035562111467,0,1,21.698104844464964,471.084865624637,0,Open,0,1,Open,0,554.4449215143551,Kitchen,Day,1,0,1
20.54841075990064,49.42938708568844,612.0543488944545,0.3092055411438802,0,0,33.91456668477402,402.6296585269112,0,Open,0,0,Closed,0,735.1469046272912,Kitchen,Night,1,1,1
29.60900750988626,61.196877785533815,634.2723266577287,0.3223579659759273,0,0,24.83299047248048,229.92108974937963,1,Open,0,0,Open,0,552.1827673271569,Kitchen,Day,0,0,1
29.062629111970992,40.0830333655969,467.78494421595065,0.2673428812753693,0,1,21.454003389273577,143.37346329042603,0,Open,0,0,Open,0,394.8604692986448,Store,Night,1,0,0
24.647506109704544,60.84198244043543,614.51323776582,0.3371098813911922,0,0,14.946876031839372,381.5508224137088,0,Open,1,1,Open,0,110.25910225724648,Study,Day,1,0,1
26.807086586365514,46.123701673367535,318.7701516747434,0.3861914878150173,0,1,45.87318378658628,333.28361431526275,0,Closed,0,1,Open,0,457.2654981725287,Study,Day,1,0,1
22.47612539385891,57.16589339759652,542.612423591635,0.3546398687189829,1,1,32.37647445839981,297.7588757096237,1,Open,0,1,Closed,0,579.3152530302194,Study,Day,0,0,1
19.78977793878449,47.34407366737589,721.1609333976227,0.2506811397663049,0,0,38.78979362363431,252.8189478463647,0,Open,1,0,Closed,0,343.3043974237944,Study,Night,0,0,0
27.93346900737637,50.68371565967659,672.7101971953385,0.3968451289360291,0,0,46.14218070279314,318.7683135034636,1,Closed,1,1,Closed,0,434.08633822858,Bedroom,Night,0,0,1
32.887266398817374,51.57974312251452,642.3054315693331,0.484259372801046,0,0,29.133059187873418,259.3146927736774,1,Open,0,1,Open,0,539.4415453337937,Study,Day,1,0,1
24.72115461171147,70.22590230569482,562.2672149723795,0.253965477434507,0,0,18.81888182189501,357.50384067461545,0,Closed,0,1,Open,0,469.28245194266407,Kitchen,Night,0,0,0
20.50792664325821,55.14883596076372,659.3871331437068,0.3228572082061998,0,1,41.25838657535709,390.9218921082538,0,Open,1,0,Open,0,482.2940190458602,Store,Day,1,0,1
28.766708105522664,43.7134569492543,717.2037179709772,0.1140922683634743,0,1,34.30718879670868,344.4372964417797,0,Open,0,1,Closed,1,202.5648432036464,Kitchen,Day,1,0,1
20.003488838525445,56.93923233191258,582.9617829568424,0.3756377987627992,0,1,26.610144372703434,371.31732421256015,0,Closed,1,1,Closed,0,664.496934979986,Store,Day,1,0,1
29.10079093377742,47.100186455633605,915.7629959001754,0.0051621493267848,0,0,23.898720590177035,65.82025561309118,0,Open,0,0,Open,0,374.61330256548825,Kitchen,Night,0,0,0
23.98163124911517,54.06622034222674,610.8432520687304,0.2169597676394935,0,0,42.802139722002416,266.4417456061775,0,Open,1,1,Closed,0,738.9478749014038,Bedroom,Day,1,0,0
26.1449819622967,30.82651113989701,785.6054690345399,0.1825637163587465,0,1,36.94990292099496,223.901320968932,1,Open,0,0,Closed,0,310.79970601106123,Store,Night,0,0,0
25.714715473818533,40.98624320102826,812.1043703342981,0.3322548462831661,0,0,26.87005340590063,251.4546378614307,0,Open,1,1,Closed,0,435.3594562484994,Study,Day,1,0,1
23.569978890599447,51.66655817359844,564.8131455571219,-0.0098187463271201,0,1,22.70646761785885,200.38668443140807,0,Open,0,1,Open,0,615.2299850381721,Study,Day,0,0,0
31.586970328171628,65.98321807641034,651.2630881070309,0.3078426194472947,0,1,25.728570144644568,359.8912719045575,1,Open,0,0,Open,0,428.1039607195558,Study,Night,0,0,1
25.01847835923924,61.97168027247854,493.7267847706363,0.430408978354919,0,1,35.130047639833094,261.7243888432439,1,Open,1,1,Open,0,736.159828569304,Kitchen,Night,1,0,1
27.51372403745407,59.853997114500494,797.4517256279279,0.2006924721043714,0,1,29.15338121325757,368.6314805044231,0,Open,0,1,Closed,0,756.9129150357633,Study,Day,0,0,0
20.37287686970206,48.06695773552031,605.6345027071668,0.3492264509475059,0,0,41.04304279701585,219.3631323287584,1,Open,0,0,Open,0,596.2213994016128,Store,Day,0,0,1
21.96062369662091,75.29927749251952,557.6812585293397,0.3283739433701408,0,0,42.00829099825002,322.6229547615516,1,Open,1,1,Closed,0,514.9723456579409,Kitchen,Night,0,0,1
27.85253604177258,36.102198568073305,150.9440096009066,0.3179538267607738,0,1,40.7778663063184,299.9639274642724,0,Open,0,1,Open,0,611.4938581186376,Kitchen,Night,1,0,1
26.49376454182843,48.316150775271474,752.3088493012835,0.2361907836360988,0,0,21.07018382324809,358.4230206873731,1,Open,0,0,Closed,0,305.5709552278502,Study,Night,0,0,0
29.41829968743336,60.710805004028046,377.3341397709861,0.3527981573639511,0,1,28.418722744433147,403.7640014763186,0,Open,0,1,Open,0,402.2090861052832,Study,Night,0,0,1
15.122561143914313,66.38960527599833,539.0772875139295,0.2464487605577233,0,0,33.95793086384971,325.7162944170162,1,Closed,1,0,Closed,0,469.3807406218799,Study,Night,0,0,0
27.04126377857236,39.53878914937496,643.9243265380026,0.0542700712416168,0,0,22.74208259218273,192.13307239361083,0,Open,0,1,Closed,1,365.4353859584939,Store,Night,1,0,1
29.87598814891215,46.16125258669217,582.3028358088933,-0.0377569829927102,0,0,26.867406792614915,313.3185772495007,0,Open,0,0,Closed,0,391.7433697864308,Store,Day,0,0,0
22.13199113551549,38.528404889882886,528.6698329896967,0.2563816559386504,0,1,36.519188637568085,351.55868453535186,1,Closed,1,1,Closed,0,624.3401233000361,Bedroom,Day,1,0,0
31.31292051713591,46.15543121022908,640.3276179601488,0.1403012968954468,0,0,35.655537251502786,346.3096365742359,1,Open,1,1,Closed,0,534.0544579675237,Kitchen,Night,0,0,0
31.878534066558096,55.36413899891343,573.4247827327857,0.3089379836154607,0,0,34.587792566318825,300.49813039395883,0,Open,0,1,Closed,0,551.5954140662393,Bedroom,Night,0,0,1
23.89373188207114,42.28799700450709,303.1471959765432,0.1588826604446683,0,0,30.802302876331872,334.2375089627507,0,Closed,0,1,Open,0,801.8305909604878,Bedroom,Night,1,0,0
17.82045238065736,53.32719329585188,900.2883688872541,0.3591215290882293,0,0,47.86300885521955,184.72658488603597,0,Closed,1,1,Closed,0,465.06710018326345,Study,Day,0,0,1
29.380233962648973,58.78963973070651,637.1769422852738,0.3104175156543676,0,0,32.82901937673325,372.9453889817841,1,Closed,0,1,Open,0,595.9407354382588,Study,Day,1,0,1
20.008072804058543,70.35873535181793,700.6905205058031,0.0916403455327462,0,1,39.749198737938045,180.6370910634957,0,Closed,0,1,Closed,0,661.9815785544713,Study,Night,1,1,0
24.136863500295902,58.28058814893309,554.7710556345979,0.0658869967344289,0,1,26.87975125446173,268.73412699854066,0,Open,0,1,Closed,0,406.04171379264096,Store,Night,1,0,0
26.95902002701273,40.95052167061934,712.1319188679689,0.1252897246332933,0,0,30.414473398688017,61.52553828310144,1,Closed,1,1,Open,1,526.2318138209073,Kitchen,Night,1,0,1
33.80594062433687,39.498134626383305,526.379030025537,-0.1094289249091389,0,0,25.385108009385355,502.9554788421132,0,Closed,1,0,Open,0,411.3862429636274,Store,Night,1,0,0
23.329613845100297,45.33425928797223,412.4675961157798,0.3043776956401755,0,1,33.10164871936537,170.0115085027918,0,Open,0,1,Closed,0,334.5254903852824,Bedroom,Night,1,0,1
25.2488684359048,45.5519316182951,843.529381633771,0.1478134483448253,0,0,34.79268471984307,362.5463540045662,0,Closed,0,1,Closed,0,486.7744976666603,Kitchen,Night,0,1,0
19.967287173601797,63.78467355453808,795.7252144978994,0.2169685090857751,0,1,37.535682281378456,352.4107003183339,1,Open,0,1,Open,0,353.1345547275487,Bedroom,Night,1,0,0
21.938816327461247,36.29973372635571,611.2028763955328,0.2718062043837203,0,0,21.541195852399547,199.70911592197683,1,Closed,1,1,Open,0,513.0038836943961,Kitchen,Night,1,0,0
23.86757950575084,57.53419463502431,743.0640383717031,0.3277876521041972,0,1,43.468697346842525,237.3059364448929,1,Closed,0,1,Closed,0,425.8118018700862,Study,Night,1,0,1
25.38425941479384,52.68593581044298,659.2322235003867,0.3675129939690226,0,1,33.15837460457804,302.4225861060468,1,Open,0,1,Closed,0,378.1821600871396,Kitchen,Day,1,0,1
27.57523843153024,41.43148134872201,438.3418881312598,0.3298334489775417,0,0,34.23074244220845,321.2669956170155,1,Closed,1,0,Open,0,131.6261402354085,Store,Day,1,0,1
20.13465529559222,40.72446669188272,620.8979446094339,0.1133026543567447,0,1,19.26565161009486,453.0094463673149,0,Open,1,0,Closed,1,734.166094336266,Study,Night,0,1,1
21.18637610716893,54.46536506940711,727.7114905143982,0.3919281300144459,0,0,50.61940737186782,176.94115598226443,0,Closed,1,1,Closed,0,395.6927524926746,Store,Day,1,0,1
33.77737849157745,58.94232774500935,648.8227668486926,0.3162902572544139,0,0,34.601132476328985,160.62404640831355,0,Open,0,1,Closed,0,473.6232723778367,Store,Night,0,0,1
18.707475446623327,23.25432871845859,627.6179097492254,0.3361037360932807,0,0,48.14281843029524,347.67776914387287,1,Closed,1,0,Open,0,271.3278638067164,Kitchen,Day,1,0,1
28.33156250454606,37.90801288760394,620.6011986847657,0.2737528063466538,0,0,43.10227832302433,247.5930597223912,0,Open,0,0,Closed,1,877.685269078373,Study,Night,1,0,1
16.99548010761742,50.636490614965176,424.60271023702967,0.0871036734866834,0,0,46.663397115612526,314.16010125801324,1,Closed,1,1,Closed,0,336.80418934160707,Bedroom,Day,1,0,0
25.17041734129613,44.00177976680151,657.5182522281324,0.4625305580268912,0,0,38.77094727442344,362.0483523927288,1,Open,0,0,Closed,1,417.20349591668906,Bedroom,Day,1,0,1
10.757286896849624,60.46911794488139,605.6329614990844,0.4170452178944556,0,1,13.650781092389884,347.7211245655397,0,Closed,1,0,Open,0,362.1329613196223,Study,Day,1,0,1
23.02159644121868,56.86956632098677,722.2986250213521,0.1062586211563687,0,0,34.02289110134707,381.2196442506883,0,Open,0,1,Open,0,532.1168771704915,Bedroom,Night,1,0,0
14.610940900719015,53.269945132700975,589.0766351114487,0.3190361419752066,0,1,30.43528484049489,380.3774322747192,0,Closed,1,0,Open,0,670.8659490115364,Study,Day,0,0,1
20.872947350105225,47.41954484388839,714.5699658544889,0.1677988029382595,0,0,44.50922118521166,122.373036568115,0,Closed,1,1,Closed,0,382.13166904745054,Store,Day,0,0,0
31.39732465828876,32.83966751689311,692.4869028460906,0.3181221634220601,1,0,41.31217377651321,230.07871525058815,0,Closed,0,1,Open,1,581.8957755945175,Kitchen,Night,1,0,1
